"text","risk_level","clause_type","one_sided","jurisdiction","contract_type","notes"
"CONTRACT DATA PART 1 – DATA PROVIDED BY THE EMPLOYER","neutral","administrative","false","UK","NEC4","Standard NEC4 document heading."
"Notwithstanding any other provision, where the Contract Sum is denominated in USD, all payments shall be made in USD or at the parallel market rate, whichever is more favourable to the Contractor.","opportunity","payment","true","ZW","bespoke","Parallel market rate protection; significant financial benefit for contractor in multi-currency Zimbabwe environment."
"ANNEXURE A: CONTRACT DATA","neutral","administrative","false","ZW","bespoke","Contract data annexure heading."
"It is hereby agreed that interest shall accrue on overdue payments at a rate of 5% above Bank of England Base Rate from the final date for payment.","medium","payment","false","UK","JCT","Standard interest provision; rate is adequate but not punitive."
"In accordance with industry practice, if the Contractor desires to make any variation to the design or specification, it shall submit a formal request to the Employer's Agent, who may consent or refuse at their reasonable discretion.","medium","variation","false","UK","JCT","Variation approval subject to reasonable discretion; some restriction on contractor flexibility."
"'Engineer' means the person appointed by the Employer to act as the Engineer for the purposes of the Contract, as named in the Contract Data.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC engineer definition."
"In accordance with industry practice, the Contractor shall be liable for delay damages at the rate stated in Contract Data Part 1 for every day of delay, with no cap on total liability.","high","delay","true","UK","NEC4","Uncapped daily delay damages; creates unlimited financial exposure for contractor."
"Without limiting the generality of the foregoing, the Employer pays the amount due within 3 weeks of each assessment date.","low","payment","false","UK","NEC4","Standard NEC4 payment period; clear employer obligation."
"In accordance with industry practice, the Contractor shall not be entitled to a compensation event where the Contractor failed to give early warning of the matter which caused the event.","high","delay","true","UK","NEC4","Loss of CE entitlement for failure to give early warning; strict application has harsh financial effect."
"Without limiting the generality of the foregoing, the Contractor shall bear the cost of all power, water, telecommunications and site services throughout the Contract Period; no allowance has been made in the Contract Sum.","high","site_conditions","true","ZW","bespoke","Undisclosed service costs to be borne by contractor; creates hidden financial risk."
"Subject to the terms of this Contract, the Contractor is to provide the Project Manager with information which the Project Manager needs in order to issue a certificate.","medium","administrative","false","UK","NEC4","Information provision obligation; standard."
"Subject to the terms of this Contract, the Contractor shall bear all costs of independent testing regardless of the test results; no cost recovery applies where tests confirm compliance.","high","variation","true","ZW","bespoke","All testing costs on contractor; creates financial disincentive to test and verify compliance."
"The Employer may terminate the Contract for convenience by giving 21 days' notice; the Contractor shall be entitled only to Cost incurred plus 3% of the Cost as profit.","high","termination","true","ZW","FIDIC","Termination for convenience with limited profit entitlement; 3% profit capped regardless of anticipated margin."
"For the avoidance of doubt, the Employer shall pay the final balance of the Contract Sum within 28 days of the issue of the Final Certificate.","low","payment","false","UK","JCT","Clear final payment timeline; balanced obligation."
